1,3,imdb
Shia LaBeouf,Jack Bondurant,tt1212450
Tom Hardy,Forrest Bondurant,tt1212450
Jason Clarke,Howard Bondurant,tt1212450
Guy Pearce,Charley Rakes,tt1212450
Jessica Chastain,Maggie Beaufort,tt1212450
Mia Wasikowska,Bertha Minnix,tt1212450
Dane DeHaan,Cricket Pate,tt1212450
Chris McGarry,Danny,tt1212450
Tim Tolin,Mason Wardell,tt1212450
Gary Oldman,Floyd Banner,tt1212450
Jason Segel,Tom Solomon,tt1195478
Emily Blunt,Violet Barnes,tt1195478
Chris Pratt,Alex Eilhauer,tt1195478
Alison Brie,Suzie Barnes-Eilhauer,tt1195478
Lauren Weedman,Chef Sally,tt1195478
Mimi Kennedy,Carol Solomon,tt1195478
David Paymer,Pete Solomon,tt1195478
Jacki Weaver,Sylvia Dickerson-Barnes,tt1195478
Jim Piddock,George Barnes,tt1195478
Adam Campbell,Gideon,tt1195478
Sean Hayes,Larry,tt0383010
Will Sasso,Curly,tt0383010
Chris Diamantopoulos,Moe,tt0383010
Jane Lynch,Mother Superior,tt0383010
Sofía Vergara,Lydia,tt0383010
Jennifer Hudson,Sister Rosemary,tt0383010
Craig Bierko,Mac,tt0383010
Stephen Collins,Mr. Harter,tt0383010
Larry David,Sister Mary-Mengele,tt0383010
Kirby Heyborne,Teddy,tt0383010
Jennifer Garner,Cindy Green,tt1462769
Joel Edgerton,Jim Green,tt1462769
CJ Adams,Timothy Green,tt1462769
Odeya Rush,Joni Jerome,tt1462769
Shohreh Aghdashloo,Evette Onat,tt1462769
Rosemarie DeWitt,Brenda Best,tt1462769
David Morse,"James Green, Sr.",tt1462769
M. Emmet Walsh,Uncle Bub,tt1462769
Lois Smith,Aunt Mel,tt1462769
Lin-Manuel Miranda,Reggie,tt1462769
Julianne Hough,Sherrie Christian,tt1336608
Dakota Sage Grant,Little Girl on Bus,tt1336608
Matthew Rush Sullivan,Random Guy (as Matt Sullivan),tt1336608
Diego Boneta,Drew Boley,tt1336608
Russell Brand,Lonny,tt1336608
Alec Baldwin,Dennis Dupree,tt1336608
Erica Frene,Beth,tt1336608
Michael Olusczak,Crook,tt1336608
Tony Bellissimo,Rocker Thief (as Anthony Bellissimo),tt1336608
Shane Hartline,Bartender Jimmy (as Alan Shane Hartline),tt1336608
Amazon Affiliates,Amazon Affiliates,tt7371706
Amazon UK  Buy Movies onDVD & Blu-ray,Amazon Italy  Buy Movies onDVD & Blu-ray,tt7371706
Bruce Willis,Captain Sharp,tt1748122
Edward Norton,Scout Master Ward,tt1748122
Bill Murray,Mr. Bishop,tt1748122
Frances McDormand,Mrs. Bishop,tt1748122
Tilda Swinton,Social Services,tt1748122
Jared Gilman,Sam,tt1748122
Kara Hayward,Suzy,tt1748122
Jason Schwartzman,Cousin Ben,tt1748122
Bob Balaban,The Narrator,tt1748122
Lucas Hedges,Redford,tt1748122
Ben Stiller,Evan,tt1298649
Vince Vaughn,Bob,tt1298649
Jonah Hill,Franklin,tt1298649
Richard Ayoade,Jamarcus,tt1298649
Rosemarie DeWitt,Abby,tt1298649
Will Forte,Sgt. Bressman,tt1298649
Mel Rodriguez,Chucho,tt1298649
Doug Jones,Hero Alien,tt1298649
Erin Moriarty,Chelsea,tt1298649
Nicholas Braun,Jason,tt1298649
Matthew Macfadyen,Oblonsky,tt1781769
Eric MacLennan,Matvey,tt1781769
Kelly Macdonald,Dolly,tt1781769
Theo Morrissey,Grisha Oblonsky,tt1781769
Cecily Morrissey,Lili Oblonsky,tt1781769
Freya Galpin,Masha Oblonsky,tt1781769
Octavia Morrissey,Tanya Oblonsky,tt1781769
Beatrice Morrissey,Vasya Oblonsky,tt1781769
Marine Battier,Mlle. Roland,tt1781769
Keira Knightley,Anna Karenina,tt1781769
Kevin James,Scott Voss,tt1648179
Salma Hayek,Bella Flores,tt1648179
Henry Winkler,Marty Streb,tt1648179
Greg Germann,Principal Betcher,tt1648179
Joe Rogan,Joe Rogan,tt1648179
Gary Valentine,Eric Voss,tt1648179
Jake Zyrus,Malia (as Charice),tt1648179
Bas Rutten,Niko,tt1648179
Reggie Lee,Mr. De La Cruz,tt1648179
Mark DellaGrotte,Mark DellaGrotte,tt1648179
Pierluigi Marchionne,Traffic Policeman,tt1859650
Flavio Parenti,Michelangelo,tt1859650
Alison Pill,Hayley,tt1859650
Alessandro Tiberi,Antonio,tt1859650
Alessandra Mastronardi,Milly,tt1859650
Alec Baldwin,John,tt1859650
Carol Alt,Carol,tt1859650
David Pasquesi,Tim,tt1859650
Lynn Swanson,Ellen,tt1859650
Roberto Benigni,Leopoldo,tt1859650
Zachary Gordon,Greg Heffley,tt2023453
Steve Zahn,Frank Heffley,tt2023453
Robert Capron,Rowley Jefferson,tt2023453
Devon Bostick,Rodrick Heffley,tt2023453
Rachael Harris,Susan Heffley,tt2023453
Peyton List,Holly Hills,tt2023453
Grayson Russell,Fregley,tt2023453
Karan Brar,Chirag Gupta,tt2023453
Laine MacNeil,Patty Farrell,tt2023453
Connor Fielding,Manny Heffley,tt2023453
Ruth Bird,Ida,tt2180290
Meryl Keeble,Nurse Brooke,tt2180290
Murray Melvin,Professor Worth,tt2180290
Vincent J. Newman,Twin a (as Vincent Newman),tt2180290
Max Rudd,Twin B,tt2180290
Paul Shane,Terry 'the Taxman',tt2180290
Maggie Tulip,Miss Match,tt2180290
Ethan Hawke,Ellison Oswalt,tt1922777
Juliet Rylance,Tracy,tt1922777
Fred Dalton Thompson,Sheriff,tt1922777
James Ransone,Deputy,tt1922777
Michael Hall D'Addario,Trevor,tt1922777
Clare Foley,Ashley,tt1922777
Rob Riley,E.M.T.,tt1922777
Tavis Smiley,Anchor,tt1922777
Janet Zappala,Reporter,tt1922777
Victoria Leigh,Stephanie,tt1922777
Rorke Denver,Lieutenant Rorke (as LCDR Rorke),tt1591479
Dave,Chief Dave (as SOC Dave),tt1591479
Sonny,SO1 Sonny (as SOC Sonny),tt1591479
Weimy,SO1 Weimy (as SOC Weimy),tt1591479
Ray,SO1 Ray (as SO1 Ray),tt1591479
Ajay,SO1 Ajay (as SO1 Ajay),tt1591479
Mikey,SO1 Mikey (as SOC Mikey),tt1591479
Derick Van Orden,Senior Chief Otto (as SOCS Van D),tt1591479
Katelyn,LT Lyons (as Katelyn),tt1591479
Callaghan,Admiral Callaghan (as Admiral Callaghan),tt1591479
Catherine O'Hara,Mrs. Frankenstein / Weird Girl / Gym Teacher (voice),tt1142977
Martin Short,Mr. Frankenstein / Mr. Burgemeister / Nassor (voice),tt1142977
Martin Landau,Mr. Rzykruski (voice),tt1142977
Charlie Tahan,Victor Frankenstein (voice),tt1142977
Atticus Shaffer,Edgar 'E' Gore (voice),tt1142977
Winona Ryder,Elsa Van Helsing (voice),tt1142977
Robert Capron,Bob (voice),tt1142977
James Hiroyuki Liao,Toshiaki (voice),tt1142977
Conchata Ferrell,Bob's Mom (voice),tt1142977
Tom Kenny,New Holland Towns Folk (voice),tt1142977
Yoon-seok Kim,Macao Park (as Kim Yunseok),tt2330866
Jung-jae Lee,Popie (as Lee Jungjae),tt2330866
Hye-su Kim,Pepsee (as Kim Hyesoo),tt2330866
Ji-hyun Jun,Yenicall (as Gianna Jun),tt2330866
Simon Yam,Chen,tt2330866
Hae-sook Kim,Chewingum (as Kim Haesook),tt2330866
Dal-su Oh,Andrew (as Oh Dalsoo),tt2330866
Soo-Hyun Kim,Zampano (as Kim Soohyun),tt2330866
Derek Tsang,Jonny,tt2330866
Jin-mo Joo,Chief Detective (as Joo Jinmo),tt2330866
Jeffrey Dean Morgan,Clyde,tt0431021
Kyra Sedgwick,Stephanie,tt0431021
Natasha Calis,Em,tt0431021
Madison Davenport,Hannah,tt0431021
Matisyahu,Tzadok,tt0431021
Grant Show,Brett,tt0431021
Rob LaBelle,Russell,tt0431021
Nana Gbewonyo,Darius,tt0431021
Anna Hagan,Eleanor,tt0431021
Brenda Crichlow,Miss Shandy (as Brenda M. Crichlow),tt0431021
Paul Rudd,Pete,tt1758830
Leslie Mann,Debbie,tt1758830
Maude Apatow,Sadie,tt1758830
Iris Apatow,Charlotte,tt1758830
Jason Segel,Jason,tt1758830
Annie Mumolo,Barb,tt1758830
Robert Smigel,Barry,tt1758830
Megan Fox,Desi,tt1758830
Charlyne Yi,Jodi,tt1758830
Hugh Fink,Male Boutique Customer,tt1758830
Michael Ealy,Dominic,tt1621045
Jerry Ferrara,Jeremy,tt1621045
Meagan Good,Mya,tt1621045
Regina Hall,Candace,tt1621045
Kevin Hart,Cedric,tt1621045
Taraji P. Henson,Lauren,tt1621045
Terrence Jenkins,Michael (as Terrence J),tt1621045
Jenifer Lewis,Loretta,tt1621045
Romany Malco,Zeke,tt1621045
Gary Owen,Bennett,tt1621045
Robert Wahlberg,John Bryce,tt1524137
Caleb Landry Jones,Andy,tt1524137
Jason Mitchell,Walter,tt1524137
Paul LeBlanc,CBP Official,tt1524137
Mark Wahlberg,Chris Farraday,tt1524137
Ben Foster,Sebastian Abney,tt1524137
Michael J. Taylor,Band Member - Lead Vocals,tt1524137
John Russ Broussard,Band Member - Washboard,tt1524137
Mike Broussard Jr.,Band Member - Saxophone,tt1524137
Arthur Thomas,Band Member - Drums,tt1524137
Zac Efron,Logan,tt1327194
Taylor Schilling,Beth,tt1327194
Blythe Danner,Ellie,tt1327194
Riley Thomas Stewart,Ben,tt1327194
Jay R. Ferguson,Keith Clayton,tt1327194
Adam LeFevre,Judge Clayton,tt1327194
Robert Hayes,Victor (as Robert Terrell Hayes),tt1327194
Joe Chrest,Deputy Moore,tt1327194
Russell Durham Comegys,Roger Lyle (as Russ Comegys),tt1327194
Sharon Conley,Principal Miller (as Sharon Morris),tt1327194
Fernanda Andrade,Isabella Rossi,tt1560985
Simon Quarterman,Father Ben Rawlings,tt1560985
Evan Helmuth,Father David Keane,tt1560985
Ionut Grama,Michael Schaefer,tt1560985
Suzan Crowley,Maria Rossi,tt1560985
Bonnie Morgan,Rosa Sorlini,tt1560985
Brian Johnson,Lieutenant Dreyfus,tt1560985
Jeff Victoroff,Dr. Jeff Victoroff (as Dr. Jeff Victoroff),tt1560985
Pamela Davis,Pamela Davis,tt1560985
John Prosky,Father Christopher Aimes,tt1560985
Thomas Mann,Thomas,tt1636826
Oliver Cooper,Costa,tt1636826
Jonathan Daniel Brown,JB,tt1636826
Dax Flame,Dax,tt1636826
Kirby Bliss Blanton,Kirby,tt1636826
Brady Hender,Everett,tt1636826
Nick Nervies,Tyler,tt1636826
Alexis Knapp,Alexis,tt1636826
Miles Teller,Miles,tt1636826
Peter Mackenzie,Dad,tt1636826
Will Ferrell,Rep. Camden 'Cam' Brady,tt1790886
Zach Galifianakis,Martin Sylvester 'Marty' Huggins,tt1790886
Jason Sudeikis,Mitch,tt1790886
Dylan McDermott,Tim Wattley,tt1790886
Katherine LaNasa,Rose Brady,tt1790886
Sarah Baker,Mitzi Huggins,tt1790886
John Lithgow,Glenn Motch,tt1790886
Dan Aykroyd,Wade Motch,tt1790886
Brian Cox,Raymond Huggins,tt1790886
Karen Maruyama,Mrs. Yao,tt1790886
Kodi Smit-McPhee,Norman Babcock (voice),tt1623288
Tucker Albrizzi,Neil (voice),tt1623288
Anna Kendrick,Courtney Babcock (voice),tt1623288
Casey Affleck,Mitch (voice),tt1623288
Christopher Mintz-Plasse,Alvin (voice),tt1623288
Leslie Mann,Sandra Babcock (voice),tt1623288
Jeff Garlin,Perry Babcock (voice),tt1623288
Elaine Stritch,Grandma (voice),tt1623288
Bernard Hill,The Judge (voice),tt1623288
Jodelle Ferland,Aggie (voice),tt1623288
Meryl Streep,Kay,tt1535438
Tommy Lee Jones,Arnold,tt1535438
Steve Carell,Doctor Feld,tt1535438
Jean Smart,"Eileen, Kay's Friend",tt1535438
Ben Rappaport,"Brad, Their Son",tt1535438
Marin Ireland,"Molly, Their Daughter",tt1535438
Patch Darragh,"Mark, Their Son-in-Law",tt1535438
Brett Rice,"Vince, Arnold's Friend",tt1535438
Becky Ann Baker,"Cora, The Waitress",tt1535438
Elisabeth Shue,"Karen, The Bartender",tt1535438
Anna Kendrick,Beca,tt1981677
Skylar Astin,Jesse,tt1981677
Ben Platt,Benji,tt1981677
Brittany Snow,Chloe,tt1981677
Anna Camp,Aubrey,tt1981677
Rebel Wilson,Fat Amy,tt1981677
Alexis Knapp,Stacie,tt1981677
Ester Dean,Cynthia Rose,tt1981677
Hana Mae Lee,Lilly,tt1981677
Kelley Jakle,Jessica (as Kelley Alice Jakle),tt1981677
Benjamin Walker,Abraham Lincoln,tt1611224
Dominic Cooper,Henry Sturges,tt1611224
Anthony Mackie,Will Johnson,tt1611224
Mary Elizabeth Winstead,Mary Todd Lincoln,tt1611224
Rufus Sewell,Adam,tt1611224
Marton Csokas,Jack Barts,tt1611224
Jimmi Simpson,Joshua Speed,tt1611224
Joseph Mawle,Thomas Lincoln,tt1611224
Robin McLeavy,Nancy Lincoln,tt1611224
Erin Wasson,Vadoma,tt1611224
Billy Crystal,Artie Decker,tt1047540
Bette Midler,Diane Decker,tt1047540
Marisa Tomei,Alice Simmons,tt1047540
Tom Everett Scott,Phil Simmons,tt1047540
Bailee Madison,Harper Simmons,tt1047540
Joshua Rush,Turner Simmons,tt1047540
Kyle Breitkopf,Barker Simmons (as Kyle Harrison Breitkopf),tt1047540
Jennifer Crystal Foley,Cassandra,tt1047540
Rhoda Griffis,Dr. Schveer,tt1047540
Gedde Watanabe,Mr. Cheng,tt1047540
Emma Shorey,Fisher Girl,tt1596365
Molly Harmon,Fisher Girl,tt1596365
Ellisa Walker-Reid,Fisher Girl,tt1596365
Sophie Stuckey,Stella Kipps,tt1596365
Daniel Radcliffe,Arthur Kipps,tt1596365
Misha Handley,Joseph Kipps,tt1596365
Jessica Raine,Nanny,tt1596365
Roger Allam,Mr. Bentley,tt1596365
Lucy May Barker,Nursemaid,tt1596365
Indira Ainger,Little Girl on Train,tt1596365
Tom Hanks,Dr. Henry Goose / Hotel Manager / Isaac Sachs / Dermot Hoggins / Cavendish Look-a-Like Actor / Zachry,tt1371111
Halle Berry,Native Woman / Jocasta Ayrs / Luisa Rey / Indian Party Guest / Ovid / Meronym,tt1371111
Jim Broadbent,Captain Molyneux / Vyvyan Ayrs / Timothy Cavendish / Korean Musician / Prescient 2,tt1371111
Hugo Weaving,Haskell Moore / Tadeusz Kesselring / Bill Smoke / Nurse Noakes / Boardman Mephi / Old Georgie,tt1371111
Jim Sturgess,Adam Ewing / Poor Hotel Guest / Megan's Dad / Highlander / Hae-Joo Chang / Adam (Zachry's Brother-in-Law),tt1371111
Doona Bae,Tilda / Megan's Mom / Mexican Woman / Sonmi-451 / Sonmi-351 / Sonmi Prostitute,tt1371111
Ben Whishaw,Cabin Boy / Robert Frobisher / Store Clerk / Georgette / Tribesman,tt1371111
Keith David,Kupaka / Joe Napier / An-kor Apis / Prescient,tt1371111
James D'Arcy,Young Rufus Sixsmith / Old Rufus Sixsmith / Nurse James / Archivist,tt1371111
Xun Zhou,Talbot (Hotel Manager) / Yoona-939 / Rose,tt1371111
Jason Clarke,Dan,tt1790885
Reda Kateb,Ammar,tt1790885
Jessica Chastain,Maya,tt1790885
Kyle Chandler,Joseph Bradley,tt1790885
Jennifer Ehle,Jessica,tt1790885
Harold Perrineau,Jack,tt1790885
Jeremy Strong,Thomas,tt1790885
J.J. Kandel,J.J.,tt1790885
Wahab Sheikh,Detainee on Monitor,tt1790885
Alexander Karim,Detainee on Monitor,tt1790885
Cleopatra Coleman,Penelope,tt1800741
Ryan Guzman,Sean,tt1800741
Misha Gabriel Hamilton,Eddy (as Misha Gabriel),tt1800741
Michael 'Xeno' Langebeck,Mercury,tt1800741
Stephen Boss,Jason (as Stephen 'tWitch' Boss),tt1800741
Claudio Pinto,Francisco,tt1800741
Nicole Dabeau,Newscaster,tt1800741
Chris Charles Herbert,Lamborghini Driver (as Chris Charles),tt1800741
Katie Peterson,People by the Ocean,tt1800741
Alejandro Posada,People by the Ocean,tt1800741
Katie Featherston,Katie,tt2109184
Kathryn Newton,Alex,tt2109184
Matt Shively,Ben,tt2109184
Aiden Lovekamp,Wyatt,tt2109184
Brady Allen,Robbie,tt2109184
Stephen Dunham,Doug,tt2109184
Alexondra Lee,Holly,tt2109184
Georgica Pettus,Sarah,tt2109184
Alisha Boe,Tara,tt2109184
Brendon Eggertsen,Derek,tt2109184
Reese Witherspoon,Lauren,tt1596350
Chris Pine,FDR Foster,tt1596350
Tom Hardy,Tuck,tt1596350
Til Schweiger,Heinrich,tt1596350
Chelsea Handler,Trish,tt1596350
John Paul Ruttan,Joe,tt1596350
Abigail Spencer,Katie (as Abigail Leigh Spencer),tt1596350
Angela Bassett,Collins,tt1596350
Rosemary Harris,Nana Foster,tt1596350
George Touliatos,Grandpa Foster,tt1596350
Kate Beckinsale,Selene,tt1496025
Stephen Rea,Dr. Jacob Lane,tt1496025
Michael Ealy,Detective Sebastian,tt1496025
Theo James,David,tt1496025
India Eisley,Eve,tt1496025
Sandrine Holt,Lida,tt1496025
Charles Dance,Thomas,tt1496025
Kris Holden-Ried,Quint,tt1496025
Jacob Blair,Officer Kolb,tt1496025
Adam Greydon Reid,Med Tech #1,tt1496025
Nadine Velazquez,Katerina Marquez,tt1907668
Denzel Washington,Whip Whitaker,tt1907668
Carter Cabassa,Son on Plane,tt1907668
Adam C. Edwards,Father on Plane (as Adam Ciesielski),tt1907668
Tamara Tunie,Margaret Thomason,tt1907668
Brian Geraghty,Ken Evans,tt1907668
Kelly Reilly,Nicole,tt1907668
Conor O'Neill,Kip,tt1907668
Charlie E. Schmidt,Tiki Pot (as Charlie E. Schmidt Jr.),tt1907668
Will Sherrod,Schecter,tt1907668
Matthew McConaughey,Dallas,tt1915581
Channing Tatum,Magic Mike,tt1915581
Olivia Munn,Joanna,tt1915581
Alex Pettyfer,Adam,tt1915581
James Martin Kelly,Sal,tt1915581
Cody Horn,Brooke,tt1915581
Reid Carolin,Paul,tt1915581
Avery Camp,Girl in Line,tt1915581
George A. Sack,George (as George Sack),tt1915581
Micaela Johnson,Portia,tt1915581
Joseph Gordon-Levitt,Joe,tt1276104
Bruce Willis,Old Joe,tt1276104
Emily Blunt,Sara,tt1276104
Paul Dano,Seth,tt1276104
Noah Segan,Kid Blue,tt1276104
Piper Perabo,Suzie,tt1276104
Jeff Daniels,Abe,tt1276104
Pierce Gagnon,Cid,tt1276104
Qing Xu,Old Joe's Wife (as Summer Qing),tt1276104
Tracie Thoms,Beatrix,tt1276104
Sacha Baron Cohen,Aladeen / Efawadh,tt1645170
Sayed Badreya,Omar,tt1645170
Rocky Citron,Baby Aladeen,tt1645170
Liam Campora,Aladeen Age 6,tt1645170
Aasif Mandvi,Doctor,tt1645170
Rizwan Manji,Patient,tt1645170
Rick Chambers,Newscaster Voiceover (voice),tt1645170
Elsayed Mohamed,Wadiyan Olympic Official,tt1645170
Adeel Akhtar,Maroush,tt1645170
Horatio Sanz,Aide on Balcony,tt1645170
Naomi Watts,Maria,tt1649419
Ewan McGregor,Henry,tt1649419
Tom Holland,Lucas,tt1649419
Samuel Joslin,Thomas,tt1649419
Oaklee Pendergast,Simon,tt1649419
Marta Etura,Simone,tt1649419
Sönke Möhring,Karl,tt1649419
Geraldine Chaplin,Old Woman,tt1649419
Ploy Jindachote,Caregiver,tt1649419
Jomjaoi Sae-Limh,Red Cross Nurse,tt1649419
Julia Roberts,The Queen,tt1667353
Lily Collins,Snow White,tt1667353
Armie Hammer,Prince Alcott,tt1667353
Nathan Lane,Brighton,tt1667353
Jordan Prentice,Napoleon,tt1667353
Mark Povinelli,Half Pint,tt1667353
Joe Gnoffo,Grub (as Joey Gnoffo),tt1667353
Danny Woodburn,Grimm,tt1667353
Sebastian Saraceno,Wolf,tt1667353
Martin Klebba,Butcher,tt1667353
Rachel McAdams,Paige,tt1606389
Channing Tatum,Leo,tt1606389
Jessica Lange,Rita Thornton,tt1606389
Sam Neill,Bill Thornton,tt1606389
Jessica McNamee,Gwen,tt1606389
Wendy Crewson,Dr. Fishman,tt1606389
Tatiana Maslany,Lily,tt1606389
Lucas Bryant,Kyle,tt1606389
Scott Speedman,Jeremy,tt1606389
Joey Klein,Josh,tt1606389
Jonah Hill,Schmidt,tt1232829
Channing Tatum,Jenko,tt1232829
Brie Larson,Molly Tracey,tt1232829
Dave Franco,Eric Molson,tt1232829
Rob Riggle,Mr. Walters,tt1232829
DeRay Davis,Domingo,tt1232829
Ice Cube,Captain Dickson,tt1232829
Dax Flame,Zack,tt1232829
Chris Parnell,Mr. Gordon,tt1232829
Ellie Kemper,Ms. Griggs,tt1232829
Denzel Washington,Tobin Frost,tt1599348
Ryan Reynolds,Matt Weston,tt1599348
Vera Farmiga,Catherine Linklater,tt1599348
Brendan Gleeson,David Barlow,tt1599348
Sam Shepard,Harlan Whitford,tt1599348
Rubén Blades,Carlos Villar,tt1599348
Nora Arnezeder,Ana Moreau,tt1599348
Robert Patrick,Daniel Kiefer,tt1599348
Liam Cunningham,Alec Wade,tt1599348
Joel Kinnaman,Keller,tt1599348
Tom Cruise,Reacher,tt0790724
Rosamund Pike,Helen,tt0790724
Richard Jenkins,Rodin,tt0790724
David Oyelowo,Emerson,tt0790724
Werner Herzog,The Zec,tt0790724
Jai Courtney,Charlie,tt0790724
Vladimir Sizov,Vlad,tt0790724
Joseph Sikora,Barr,tt0790724
Michael Raymond-James,Linsky,tt0790724
Alexia Fast,Sandy,tt0790724
Ben Affleck,Tony Mendez,tt1024648
Bryan Cranston,Jack O'Donnell,tt1024648
Alan Arkin,Lester Siegel,tt1024648
John Goodman,John Chambers,tt1024648
Victor Garber,Ken Taylor,tt1024648
Tate Donovan,Bob Anders,tt1024648
Clea DuVall,Cora Lijek,tt1024648
Scoot McNairy,Joe Stafford,tt1024648
Rory Cochrane,Lee Schatz,tt1024648
Christopher Denham,Mark Lijek,tt1024648
Jason Biggs,Jim,tt1605630
Alyson Hannigan,Michelle,tt1605630
Chris Klein,Oz,tt1605630
Thomas Ian Nicholas,Kevin,tt1605630
Tara Reid,Vicky,tt1605630
Seann William Scott,Stifler,tt1605630
Mena Suvari,Heather,tt1605630
Eddie Kaye Thomas,Finch,tt1605630
John Cho,MILF Guy #2,tt1605630
Jennifer Coolidge,Stifler's Mom,tt1605630
Bradley Cooper,Pat,tt1045658
Jennifer Lawrence,Tiffany,tt1045658
Robert De Niro,Pat Sr.,tt1045658
Jacki Weaver,Dolores,tt1045658
Chris Tucker,Danny,tt1045658
Anupam Kher,Dr. Cliff Patel,tt1045658
John Ortiz,Ronnie,tt1045658
Shea Whigham,Jake,tt1045658
Julia Stiles,Veronica,tt1045658
Paul Herman,Randy,tt1045658
Milla Jovovich,Alice,tt1855325
Sienna Guillory,Jill Valentine,tt1855325
Michelle Rodriguez,Rain,tt1855325
Aryana Engineer,Becky,tt1855325
Bingbing Li,Ada Wong,tt1855325
Boris Kodjoe,Luther West,tt1855325
Johann Urb,Leon S. Kennedy,tt1855325
Robin Kasyanov,Sergei,tt1855325
Kevin Durand,Barry Burton,tt1855325
Ofilio Portillo,Tony,tt1855325
Johnny Depp,Barnabas Collins,tt1077368
Michelle Pfeiffer,Elizabeth Collins Stoddard,tt1077368
Helena Bonham Carter,Dr. Julia Hoffman,tt1077368
Eva Green,Angelique Bouchard,tt1077368
Jackie Earle Haley,Willie Loomis,tt1077368
Jonny Lee Miller,Roger Collins,tt1077368
Bella Heathcote,Victoria Winters / Josette DuPres,tt1077368
Chloë Grace Moretz,Carolyn Stoddard,tt1077368
Gulliver McGrath,David Collins (as Gully McGrath),tt1077368
Ray Shirley,Mrs. Johnson,tt1077368
Daniel Day-Lewis,Abraham Lincoln,tt0443272
Sally Field,Mary Todd Lincoln,tt0443272
David Strathairn,William Seward,tt0443272
Joseph Gordon-Levitt,Robert Lincoln,tt0443272
James Spader,W.N. Bilbo,tt0443272
Hal Holbrook,Preston Blair,tt0443272
Tommy Lee Jones,Thaddeus Stevens,tt0443272
John Hawkes,Robert Latham,tt0443272
Jackie Earle Haley,Alexander Stephens,tt0443272
Bruce McGill,Edwin Stanton,tt0443272
Jeremy Renner,Aaron Cross,tt1194173
Scott Glenn,Ezra Kramer,tt1194173
Stacy Keach,Adm Mark Turso USN Ret.,tt1194173
Edward Norton,"Col Eric Byer, USAF, Ret.",tt1194173
Donna Murphy,Dita Mandy,tt1194173
Michael Chernus,Arthur Ingram,tt1194173
Corey Stoll,Zev Vendel,tt1194173
Alice Gainer,Lean Forward MSNBC Anchor,tt1194173
Prue Lewarne,CNN Reporter,tt1194173
Howard Leader,MSNBC Man Analyst,tt1194173
Taylor Kitsch,John Carter,tt0401729
Lynn Collins,Dejah Thoris,tt0401729
Samantha Morton,Sola,tt0401729
Willem Dafoe,Tars Tarkas,tt0401729
Thomas Haden Church,Tal Hajus,tt0401729
Mark Strong,Matai Shang,tt0401729
Ciarán Hinds,Tardos Mors (as Ciaran Hinds),tt0401729
Dominic West,Sab Than,tt0401729
James Purefoy,Kantos Kan,tt0401729
Bryan Cranston,Powell,tt0401729
Taylor Kitsch,Lieutenant Alex Hopper,tt1440129
Alexander Skarsgård,Commander Stone Hopper,tt1440129
Rihanna,Petty Officer Cora 'Weps' Raikes,tt1440129
Brooklyn Decker,Sam,tt1440129
