1,3,4,5,6,7
Joe Cortese,Rasmussen,,,,
Jason Bose Smith,Little Henry (as Jason Bose-Smith),,,,
Antonio David Lyons,Lawrence,,,,
Alex Sol,Mitch McCormick,,,,
Meryl Streep,Kate Gulden,,,,
Renée Zellweger,Ellen Gulden,,,,
William Hurt,George Gulden,,,,
Tom Everett Scott,Brian Gulden,,,,
Lauren Graham,Jules,,,,
Nicky Katt,Jordan Belzer,,,,
James Eckhouse,District Attorney,,,,
Patrick Breen,G.A. Tweedy,,,,
Gerrit Graham,Oliver Most,,,,
David Byron,Senator Sullivan,,,,
Stephen Peabody,Harold,,,,
Lizbeth MacKay,Dr. Cohen,,,,
Mary Catherine Wright,Clarice,,,,
Sloane Shelton,Evelyn Best,,,,
Michele Shay,June,,,,
Rufus Sewell,John Murdoch,,,,
William Hurt,Inspector Frank Bumstead,,,,
Kiefer Sutherland,Dr. Daniel P. Schreber,,,,
Jennifer Connelly,Emma Murdoch,,,,
Richard O'Brien,Mr. Hand,,,,
Ian Richardson,Mr. Book,,,,
Bruce Spence,Mr. Wall,,,,
Colin Friels,Walenski,,,,
John Bluthal,Karl Harris,,,,
Mitchell Butel,Husselbeck,,,,
Melissa George,May,,,,
Frank Gallacher,Stromboli,,,,
Ritchie Singer,Hotel Manager / Vendor,,,,
Justin Monjo,Taxi Driver,,,,
Nicholas Bell,Mr. Rain,,,,
Kimberly Deauna Adams,Denisha,,,,
Vinny Argiro,Debate Director,,,,
Sean Astin,Gary,,,,
Kirk Baltz,Debate Producer,,,,
Ernie Lee Banks,Leroy (as Ernie Banks),,,,
Amiri Baraka,Rastaman,,,,
Christine Baranski,Constance Bulworth,,,,
Adilah Barnes,Mrs. Brown,,,,
Warren Beatty,Jay Bulworth,,,,
Graham Beckel,Man with Dark Glasses,,,,
Halle Berry,Nina,,,,
Brandon N. Bowlin,Bouncer #2,,,,
Mongo Brownlee,Henchman #3,,,,
Thomas Jefferson Byrd,Uncle Rafeeq,,,,
J. Kenneth Campbell,Anthony,,,,
Angela Bassett,Stella Payne,,,,
Taye Diggs,Winston Shakespeare,,,,
Whoopi Goldberg,Delilah Abraham,,,,
Regina King,Vanessa,,,,
Suzzanne Douglas,Angela,,,,
Michael J. Pagan,Quincy Payne,,,,
Sicily Johnson,Chantel (as Sicily),,,,
Richard Lawson,Jack,,,,
Barry Shabaka Henley,Buddy,,,,
Lee Weaver,Nate,,,,
Glynn Turman,Dr. Shakespeare,,,,
Phyllis Yvonne Stickney,Mrs. Shakespeare,,,,
Denise Hunt,Ms. Thang,,,,
Lisa Hanna,Abby,,,,
James Pickens Jr.,Walter Payne,,,,
Jeff Bridges,The Dude,,,,
John Goodman,Walter Sobchak,,,,
Julianne Moore,Maude Lebowski,,,,
Steve Buscemi,Theodore Donald 'Donny' Kerabatsos,,,,
David Huddleston,The Big Lebowski,,,,
Philip Seymour Hoffman,Brandt,,,,
Tara Reid,Bunny Lebowski,,,,
Philip Moon,"Woo, Treehorn Thug",,,,
Mark Pellegrino,Blond Treehorn Thug,,,,
Peter Stormare,"Nihilist #1, Uli Kunkel / 'Karl Hungus'",,,,
Flea,"Nihilist #2, Kieffer",,,,
Torsten Voges,"Nihilist #3, Franz",,,,
Jimmie Dale Gilmore,Smokey,,,,
Jack Kehler,Marty,,,,
John Turturro,Jesus Quintana,,,,
Paul Rudd,George Hanson,,,,
Kali Rocha,Melissa Marx,,,,
Jennifer Aniston,Nina Borowski,,,,
Lena Cardwell,Girl at Community Center,,,,
Natalie B. Kikkenborg,Girl at Community Center,,,,
Lauren Pratt,Sally Miller,,,,
Hayden Panettiere,Mermaid,,,,
Lauren Chen,Violin Player,,,,
Liam Aiken,Nathan,,,,
Alan Alda,Sidney Miller,,,,
Allison Janney,Constance Miller,,,,
Tim Daly,Dr. Robert Joley,,,,
Janet Zarish,Dinner Guest,,,,
Ellen Tobie,Dinner Guest,,,,
Virl Andrick,Dinner Guest,,,,
Tobey Maguire,David,,,,
Reese Witherspoon,Jennifer,,,,
William H. Macy,George Parker,,,,
Joan Allen,Betty Parker,,,,
Jeff Daniels,Bill Johnson,,,,
J.T. Walsh,Big Bob,,,,
Don Knotts,TV Repairman,,,,
Marley Shelton,Margaret Henderson,,,,
Jane Kaczmarek,David's Mom,,,,
Giuseppe Andrews,Howard,,,,
Jenny Lewis,Christin,,,,
Marissa Ribisi,Kimmy,,,,
Denise Dowse,Health Teacher,,,,
McNally Sagal,Science Teacher,,,,
Paul Morgan Stetler,College Counselor,,,,
Jennifer Tilly,Tiffany,,,,
Brad Dourif,Chucky (voice),,,,
Katherine Heigl,Jade,,,,
Nick Stabile,Jesse,,,,
Alexis Arquette,Damien,,,,
Gordon Michael Woolvett,David,,,,
John Ritter,Chief Warren Kincaid,,,,
Lawrence Dane,Lt. Preston,,,,
Michael Louis Johnson,Norton,,,,
James Gallanders,Russ,,,,
Janet Kidder,Diane,,,,
Vince Corazza,Bailey (as Vincent Corazza),,,,
Kathy Najimy,Motel Maid,,,,
Park Bench,Stoner,,,,
Emily Weedon,Girl at One-Stop,,,,
John Travolta,Governor Jack Stanton,,,,
Emma Thompson,Susan Stanton,,,,
Billy Bob Thornton,Richard Jemmons,,,,
Kathy Bates,Libby Holden,,,,
Adrian Lester,Henry Burton,,,,
Maura Tierney,Daisy,,,,
Larry Hagman,Gov. Fred Picker,,,,
Diane Ladd,Mamma Stanton,,,,
Paul Guilfoyle,Howard Ferguson,,,,
Rebecca Walker,March,,,,
Caroline Aaron,Lucille Kaufman,,,,
Tommy Hollis,Fat Willie,,,,
Rob Reiner,Izzy Rosenblatt,,,,
Ben Jones,Arlen Sporken,,,,
J.C. Quinn,Uncle Charlie,,,,
Ian Bannen,Jackie O'Shea,,,,
David Kelly,Michael O'Sullivan,,,,
Fionnula Flanagan,Annie O'Shea,,,,
Susan Lynch,Maggie O'Toole,,,,
James Nesbitt,Pig Finn,,,,
Paul Vaughan,Narrator (voice),,,,
Adrian Robinson,Lotto Observer,,,,
Maura O'Malley,Mrs. Kennedy,,,,
Robert Hickey,Maurice O'Toole,,,,
Paddy Ward,Brendy O'Toole,,,,
James Ryland,Dennis Fitzgerald,,,,
Fintan McKeown,Pat Mulligan,,,,
Eileen Dromey,Lizzy Quinn,,,,
Kitty Fitzgerald,Kitty,,,,
Dermot Kerrigan,Father Patrick,,,,
Ethan Hawke,Finnegan Bell,,,,
Gwyneth Paltrow,Estella,,,,
Hank Azaria,Walter Plane,,,,
Chris Cooper,Joe,,,,
Anne Bancroft,Ms. Dinsmoor,,,,
Robert De Niro,Prisoner / Lustig,,,,
Josh Mostel,Jerry Ragno,,,,
Kim Dickens,Maggie,,,,
Nell Campbell,Erica Thrall,,,,
Gabriel Mann,Owen (as Gabriel Mick),,,,
Jeremy James Kissner,Finnegan at Age 10,,,,
Raquel Beaudene,Estella at Age 10,,,,
Stephen Spinella,Carter Macleish,,,,
Marla Sucharetza,Ruth Shepard,,,,
Isabelle Anderson,Lois Pope,,,,
Magda Szubanski,Mrs. Esme Cordelia Hoggett,,,,
James Cromwell,Farmer Arthur Hoggett,,,,
Mary Stein,The Landlady,,,,
Mickey Rooney,Fugly Floom,,,,
Elizabeth Daily,Babe (voice) (as E.G. Daily),,,,
Danny Mann,Ferdinand / Tug (voice),,,,
Glenne Headly,Zootie (voice),,,,
Steven Wright,Bob (voice),,,,
James Cosmo,Thelonius (voice),,,,
Nathan Kress,Easy / Tough Pup (voice),,,,
Myles Jeffrey,Easy (voice),,,,
Stanley Ralph Ross,The Bull Terrier / The Doberman (voice),,,,
Russi Taylor,The Pink Poodle / Choir Cat (voice),,,,
Adam Goldberg,Flealick (voice),,,,
Eddie Barth,Nigel / Alan (voice),,,,
Jared Leto,Paul Gardener,,,,
Alicia Witt,Natalie Simon,,,,
Rebecca Gayheart,Brenda Bates,,,,
Michael Rosenbaum,Parker Riley,,,,
Loretta Devine,Reese Wilson,,,,
Joshua Jackson,Damon Brooks,,,,
Tara Reid,Sasha Thomas,,,,
John Neville,Dean Adams,,,,
Julian Richings,Weird Janitor,,,,
Robert Englund,Professor William Wexler,,,,
Danielle Harris,Tosh Guaneri,,,,
Natasha Gregson Wagner,Michelle Mancini,,,,
Gord Martineau,David McAree,,,,
Kay Hawtrey,Library Attendant,,,,
Angela Vint,Bitchy Girl,,,,
George Clooney,Jack Foley,,,,
Jennifer Lopez,Karen Sisco,,,,
Jim Robinson,Bank Employee,,,,
Mike Malone,Bank Customer (as Elgin Marlowe),,,,
Ving Rhames,Buddy Bragg,,,,
Don Cheadle,Maurice Miller,,,,
Donna Frenzel,Bank Teller,,,,
Catherine Keener,Adele,,,,
Manny Suárez,Bank Cop (as Manny Suarez),,,,
Dennis Farina,Marshall Sisco,,,,
Keith Hudson,Bank Cop,,,,
Steve Zahn,Glenn Michaels,,,,
Albert Brooks,Richard Ripley,,,,
Luis Guzmán,Chino (as Luis Guzman),,,,
Paul Soileau,Lulu,,,,
Sandra Bullock,Birdee Pruitt,,,,
Harry Connick Jr.,Justin Matisse,,,,
Gena Rowlands,Ramona Calvert,,,,
Mae Whitman,Bernice Pruitt,,,,
Michael Paré,Bill Pruitt,,,,
Cameron Finley,Travis,,,,
Kathy Najimy,Toni Post,,,,
Bill Cobbs,Nurse,,,,
Connie Ray,Bobbi-Claire,,,,
Mona Lee Fultz,Teacher,,,,
Sydney Berry,Orange Julia,,,,
Rachel Snow,Big Dolores (as Rachel Lena Snow),,,,
Christina Stojanovich,Kristen,,,,
Alissa Alban,Debbie Reissen (as Allisa Alban),,,,
Dee Hennigan,Dot,,,,
Liz Giles,Female Martyr,,,,
Rod Culbertson,Master Ridley,,,,
Paul Fox,Male Martyr,,,,
Terence Rigby,Bishop Gardiner,,,,
Christopher Eccleston,Duke of Norfolk,,,,
Peter Stockbridge,Palace Chamberlain,,,,
Amanda Ryan,Lettice Howard,,,,
Kathy Burke,Queen Mary Tudor,,,,
Valerie Gale,Mary's Dwarf,,,,
George Antoni,King Philip II of Spain (as George Yiasoumi),,,,
James Frain,Alvaro de la Quadra,,,,
Jamie Foreman,Earl of Sussex,,,,
Edward Hardwicke,Earl of Arundel,,,,
Cate Blanchett,Elizabeth I,,,,
Emily Mortimer,Kat Ashley,,,,
Lindsay Lohan,Hallie Parker / Annie James,,,,
Dennis Quaid,Nick Parker,,,,
Natasha Richardson,Elizabeth James,,,,
Elaine Hendrix,Meredith Blake,,,,
Lisa Ann Walter,Chessy,,,,
Simon Kunz,Martin,,,,
Polly Holliday,"Marva Kulp, Sr.",,,,
Maggie Wheeler,"Marva Kulp, Jr.",,,,
Ronnie Stevens,Grandfather,,,,
Joanna Barnes,Vicki Blake,,,,
Hallie Meyers-Shyer,Lindsay,,,,
Maggie Emma Thomas,Zoe,,,,
Courtney Woods,Nicole,,,,
Kat Graham,Jackie (as Katerina Graham),,,,
Michael Lohan,Lost Boy at Camp,,,,
Bruce Willis,Art Jeffries,,,,
Alec Baldwin,Nick Kudrow,,,,
Miko Hughes,Simon Lynch,,,,
Chi McBride,Tommy B. Jordan,,,,
Kim Dickens,Stacey,,,,
Robert Stanton,Dean Crandell,,,,
Bodhi Elfman,Leo Pedranski (as Bodhi Pine Elfman),,,,
Carrie Preston,Emily Lang,,,,
Lindsey Ginter,Peter Burrell (as L.L. Ginter),,,,
Peter Stormare,Shayes,,,,
Kevin Conway,Lomax,,,,
John Carroll Lynch,Martin Lynch,,,,
Kelley Hazen,Jenny Lynch,,,,
John Doman,Supervisor Hartley,,,,
Richard Riehle,Edgar Halstrom,,,,
Drew Barrymore,Danielle,,,,
Anjelica Huston,Rodmilla,,,,
Dougray Scott,Prince Henry,,,,
Patrick Godfrey,Leonardo,,,,
Megan Dodds,Marguerite,,,,
Melanie Lynskey,Jacqueline,,,,
Timothy West,King Francis,,,,
Judy Parfitt,Queen Marie,,,,
Jeroen Krabbé,Auguste,,,,
Lee Ingleby,Gustave,,,,
Kate Lansbury,Paulette,,,,
Matyelok Gibbs,Louise,,,,
Walter Sparrow,Maurice,,,,
Jeanne Moreau,Grande Dame,,,,
Anna Maguire,Young Danielle,,,,
Kirk Acevedo,Pvt. Tella,,,,
Penelope Allen,Witt's Mother (as Penny Allen),,,,
Benjamin Green,Melanesian Villager (as Benjamin),,,,
Simon Billig,Lt. Col. Billig,,,,
Mark Boone Junior,Pvt. Peale,,,,
Adrien Brody,Cpl. Fife,,,,
Norman Patrick Brown,Pvt. Henry,,,,
Jim Caviezel,Pvt. Witt,,,,
Ben Chaplin,Pvt. Bell,,,,
George Clooney,Capt. Bosche,,,,
John Cusack,Capt. John Gaff,,,,
Jarrod Dean,Cpl. Thorne,,,,
Matt Doran,Pvt. Coombs,,,,
Travis Fine,Pvt. Weld,,,,
Paul Gleeson,1st Lt. Band,,,,
Tommy Lee Jones,Samuel Gerard,,,,
Wesley Snipes,Sheridan,,,,
Robert Downey Jr.,Royce,,,,
Joe Pantoliano,Renfro,,,,
Daniel Roebuck,Biggs,,,,
Tom Wood,Newman,,,,
LaTanya Richardson Jackson,Cooper (as LaTanya Richardson),,,,
Irène Jacob,Marie,,,,
Kate Nelligan,Walsh,,,,
Patrick Malahide,Lamb,,,,
Rick Snyder,Barrows,,,,
Michael Paul Chan,Chen,,,,
Johnny Lee Davenport,Deputy Henry,,,,
Donald Li,Detective Kim,,,,
Marc Vann,Deputy Jackson,,,,
Nicolas Cage,Rick Santoro,,,,
Gary Sinise,Commander Kevin Dunne,,,,
John Heard,Gilbert Powell,,,,
Carla Gugino,Julia Costello,,,,
Stan Shaw,Lincoln Tyler,,,,
Kevin Dunn,Lou Logan,,,,
Michael Rispoli,Jimmy George,,,,
Joel Fabiani,Charles Kirkland,,,,
Luis Guzmán,Cyrus (as Luis Guzman),,,,
David Anthony Higgins,Ned Campbell,,,,
Mike Starr,Walt McGahn,,,,
Tamara Tunie,Anthea,,,,
Chip Zien,Mickey Alter,,,,
Michaella Bassey,Tyler's Party Girl #2,,,,
Paul Joseph Bernardo,Casino Security #1,,,,
Patrick Stewart,Picard,,,,
Jonathan Frakes,Riker,,,,
Brent Spiner,Data,,,,
LeVar Burton,Geordi (as Levar Burton),,,,
Michael Dorn,Worf,,,,
Gates McFadden,Beverly,,,,
Marina Sirtis,Troi,,,,
F. Murray Abraham,Ru'afo,,,,
Donna Murphy,Anij,,,,
Anthony Zerbe,Dougherty,,,,
Gregg Henry,Gallatin,,,,
Daniel Hugh Kelly,Sojef,,,,
Michael Welch,Artim,,,,
Mark Deakins,Tournel,,,,
Stephanie Niznik,Perim,,,,
Denzel Washington,Anthony Hubbard,,,,
Annette Bening,Elise Kraft / Sharon Bridger,,,,
Bruce Willis,General William Devereaux,,,,
Tony Shalhoub,Frank Haddad,,,,
Sami Bouajila,Samir Nazhde,,,,
Ahmed Ben Larby,Sheik Achmed Bin Talal,,,,
Mosleh Mohamed,Muezzin,,,,
Lianna Pai,Tina Osu (as Liana Pai),,,,
Mark Valley,Mike Johanssen,,,,
Jack Gwaltney,Fred Darius,,,,
David Proval,Danny Sussman,,,,
Lance Reddick,FBI Agent Floyd Rose,,,,
Jeremy Knaster,INS Official,,,,
William Hill,INS Uniform,,,,
Aasif Mandvi,Khalil Saleh,,,,
Adam Sandler,Robbie Hart,,,,
Drew Barrymore,Julia Sullivan,,,,
Christine Taylor,Holly Sullivan,,,,
Allen Covert,Sammy,,,,
Matthew Glave,Glenn Guglia,,,,
Ellen Albertini Dow,Rosie,,,,
Angela Featherstone,Linda,,,,
Alexis Arquette,George,,,,
Christina Pickles,Angie Sullivan,,,,
Jodi Thelen,Kate,,,,
Frank Sivero,Andy,,,,
Patrick McTavish,Tyler,,,,
Gemini Barnett,Petey,,,,
Teddy Castellucci,Robbie Hart Band Member,,,,
Randy Razz,Robbie Hart Band Member,,,,
Michael Douglas,Steven Taylor,,,,
Gwyneth Paltrow,Emily Bradford Taylor,,,,
Viggo Mortensen,David Shaw,,,,
David Suchet,Mohamed Karaman,,,,
Sarita Choudhury,Raquel Martinez,,,,
Michael P. Moran,Bobby Fain,,,,
Novella Nelson,Ambassador Alice Wills,,,,
Constance Towers,Sandra Bradford,,,,
Will Lyman,Jason Gates,,,,
Maeve McGuire,Ann Gates,,,,
Stephen Singer,Effete Man at Met,,,,
Laurinda Barrett,Met Woman #1,,,,
Aideen O'Kelly,Met Woman #2,,,,
Reed Birney,Merchant Prince #1,,,,
Robert Vincent Smith,Merchant Prince #2,,,,
Wesley Snipes,Blade,,,,
Stephen Dorff,Deacon Frost,,,,
Kris Kristofferson,Whistler,,,,
N'Bushe Wright,Karen,,,,
Donal Logue,Quinn,,,,
Udo Kier,Dragonetti,,,,
Arly Jover,Mercury,,,,
Traci Lords,Racquel,,,,
Kevin Patrick Walls,Krieger,,,,
Tim Guinee,Curtis Webb,,,,
Sanaa Lathan,Vanessa,,,,
Eric Edwards,Pearl,,,,
Donna Wong,Nurse,,,,
Carmen Thomas,Senior Resident,,,,
Shannon Lee,Resident,,,,
William Hurt,Prof. John Robinson,,,,
Mimi Rogers,Dr. Maureen Robinson,,,,
Heather Graham,Dr. Judy Robinson,,,,
Lacey Chabert,Penny Robinson,,,,
Jack Johnson,Will Robinson,,,,
Gary Oldman,Dr. Zachary Smith / Spider Smith,,,,
Matt LeBlanc,Maj. Don West,,,,
Jared Harris,Older Will Robinson,,,,
Mark Goddard,General,,,,
Lennie James,Jeb Walker,,,,
Marta Kristen,Reporter #1,,,,
June Lockhart,Principal Cartwright,,,,
Edward Fox,Businessman,,,,
Adam Sims,Lab Technician,,,,
Angela Cartwright,Reporter #2,,,,
Elizabeth Daily,Tommy Pickles (voice) (as E.G. Daily),,,,
Christine Cavanaugh,Chuckie Finster (voice),,,,
Kath Soucie,Philip Deville / Lillian Deville / Betty Deville (voice),,,,
Melanie Chartoff,Didi Pickles / Minka (voice),,,,
Phil Proctor,Howard DeVille / Igor (voice),,,,
Cree Summer,Susie Carmichael (voice),,,,
Mary Gross,Woman Guest (voice),,,,
Kevin McBride,Male Guest (voice),,,,
Andrea Martin,Aunt Miriam (voice),,,,
Michael Bell,Chas Finster / Grandpa Boris / Drew Pickles (voice),,,,
Tress MacNeille,Charlotte Pickles (voice),,,,
Jack Riley,Stu Pickles (voice),,,,
Busta Rhymes,Reptar Wagon (voice),,,,
Joe Alaskey,Grandpa Lou Pickles (voice),,,,
Cheryl Chase,Angelica Pickles (voice),,,,
Brad Pitt,Joe Black / Young Man in Coffee Shop,,,,
Anthony Hopkins,William Parrish,,,,
Claire Forlani,Susan Parrish,,,,
Jake Weber,Drew,,,,
Marcia Gay Harden,Allison,,,,
Jeffrey Tambor,Quince,,,,
David S. Howard,Eddie Sloane,,,,
Lois Kelly-Miller,Jamaican Woman,,,,
Jahnni St. John,Jamaican Woman's Daughter,,,,
Richard Clarke,Butler,,,,
Marylouise Burke,Lillian,,,,
Diane Kagan,Jennifer,,,,
June Squibb,Helen,,,,
Gene Canfield,Construction Foreman,,,,
Suzanne Hevner,Florist,,,,
Julia Roberts,Isabel Kelly,,,,
Susan Sarandon,Jackie Harrison,,,,
Ed Harris,Luke Harrison,,,,
Jena Malone,Anna Harrison,,,,
Liam Aiken,Ben Harrison,,,,
Lynn Whitfield,Dr. P. Sweikert,,,,
Darrell Larson,Duncan Samuels,,,,
Mary Louise Wilson,Mrs. Franklin,,,,
Andre B. Blake,Cooper (as Andre Blake),,,,
Herbert Russell,Photo Assistant (as Russel Harper),,,,
Jack Eagle,Craft Service Man,,,,
Lu Celania Sierra,Photo Shoot Model,,,,
Lauma Zemzare,Photo Shoot Model,,,,
Holly Schenck,Photo Shoot Model,,,,
Michelle Stone,Photo Shoot Model,,,,
Harrison Ford,Quinn Harris,,,,
Anne Heche,Robin Monroe,,,,
David Schwimmer,Frank Martin,,,,
Jacqueline Obradors,Angelica,,,,
Temuera Morrison,Jager,,,,
Allison Janney,"Marjorie, Robin's Boss",,,,
Douglas Weston,"Philippe Sinclair, Resort Manager",,,,
Cliff Curtis,Kip,,,,
Danny Trejo,Pierce,,,,
Ben Bode,"Tom Marlowe, Helicopter Pilot",,,,
Derek Basco,"Ricky, Helicopter Crewman",,,,
Amy Sedaris,Robin's Secretary,,,,
Long Nguyen,Pirate,,,,
Jake Feagai,Pirate,,,,
John Koyama,Pirate,,,,
Woody Allen,Z (voice),,,,
Dan Aykroyd,Chip (voice),,,,
Anne Bancroft,Queen (voice),,,,
Jane Curtin,Muffy (voice),,,,
Danny Glover,Barbatus (voice),,,,
Gene Hackman,Mandible (voice),,,,
Jennifer Lopez,Azteca (voice),,,,
John Mahoney,Drunk Scout (voice),,,,
Paul Mazursky,Psychologist (voice),,,,
Grant Shaud,Foreman (voice),,,,
Sylvester Stallone,Weaver (voice),,,,
Sharon Stone,Bala (voice),,,,
Christopher Walken,Cutter (voice),,,,
Jim Cummings,Additional Voices (voice),,,,
Jerry Sroka,Additional Voices (voice),,,,
Leonardo DiCaprio,King Louis / Phillippe,,,,
Jeremy Irons,Aramis,,,,
John Malkovich,Athos,,,,
Gérard Depardieu,Porthos (as Gerard Depardieu),,,,
Gabriel Byrne,D'Artagnan,,,,
Anne Parillaud,Queen Anne,,,,
Judith Godrèche,Christine (as Judith Godreche),,,,
Edward Atterton,Lieutenant Andre,,,,
Peter Sarsgaard,Raoul,,,,
Hugh Laurie,King's Advisor,,,,
David Lowe,King's Advisor,,,,
Brigitte Boucher,Madame Rotund,,,,
Matthew Jocelyn,Assassin,,,,
Karine Belly,Wench,,,,
Emmanuel Guttierez,King's Friend,,,,
Adam Sandler,Bobby Boucher,,,,
Kathy Bates,Mama Boucher,,,,
Henry Winkler,Coach Klein,,,,
Fairuza Balk,Vicki Vallencourt,,,,
Jerry Reed,Red Beaulieu,,,,
Lawrence Gilliard Jr.,Derek Wallace (as Larry Gilliard Jr.),,,,
Blake Clark,Farmer Fran,,,,
Peter Dante,Gee Grenouille,,,,
Jonathan Loughran,Lyle Robideaux,,,,
Al Whiting,Casey Bugge,,,,
Clint Howard,Paco,,,,
Allen Covert,Walter,,,,
Rob Schneider,Townie,,,,
Todd Holland,Greg Meaney,,,,
Robert Kokol,Professor,,,,
Robert Redford,Tom Booker,,,,
Kristin Scott Thomas,Annie MacLean,,,,
Sam Neill,Robert MacLean,,,,
Dianne Wiest,Diane Booker,,,,
Scarlett Johansson,Grace MacLean,,,,
Chris Cooper,Frank Booker,,,,
Cherry Jones,Liz Hammond,,,,
Ty Hillman,Joe Booker,,,,
Kate Bosworth,Judith (as Catherine Bosworth),,,,
Austin Schwarz,Twin #1,,,,
Dustin Schwarz,Twin #2,,,,
Jeanette Nolan,Grandma Ellen Booker,,,,
Steve Frye,Hank,,,,
Don Edwards,Smokey,,,,
Jessalyn Gilsig,"Lucy, Annie's Assistant",,,,
...,,,,,
...,,,,,
...,,,,,
Nicolas Cage,Seth,,,,
Meg Ryan,Dr. Maggie Rice,,,,
Andre Braugher,Cassiel,,,,
Dennis Franz,Nathaniel Messinger,,,,
Colm Feore,Jordan Ferris,,,,
Robin Bartlett,Anne,,,,
Joanna Merlin,Teresa Messinger,,,,
Sarah Dampf,Susan,,,,
Rhonda Dotson,Susan's Mother,,,,
Nigel Gibbs,Doctor,,,,
John Putch,Man in Car,,,,
Lauri Johnson,Woman in Car,,,,
Christian Aubert,Foreign Visitor in Car,,,,
Jay Patterson,Air Traffic Controller,,,,
Shishir Kurup,"Jimmy, Anesthesiologist",,,,
Robin Williams,Patch Adams,,,,
Daniel London,Truman,,,,
Monica Potter,Carin,,,,
Philip Seymour Hoffman,Mitch,,,,
Bob Gunton,Dean Walcott,,,,
Josef Sommer,Dr. Eaton,,,,
Irma P. Hall,Joletta,,,,
Frances Lee McCain,Judy,,,,
Harve Presnell,Dean Anderson,,,,
Daniella Kuhn,Adelane,,,,
Peter Coyote,Bill Davis,,,,
James Greene,Bile,,,,
Michael Jeter,Rudy,,,,
Harold Gould,Arthur Mendelson,,,,
Bruce Bohne,Trevor Beene,,,,
Val Kilmer,Moses / God (voice),,,,
Ralph Fiennes,Rameses (voice),,,,
Michelle Pfeiffer,Tzipporah (voice),,,,
Sandra Bullock,Miriam (voice),,,,
Jeff Goldblum,Aaron (voice),,,,
Danny Glover,Jethro (voice),,,,
Patrick Stewart,Seti (voice),,,,
Helen Mirren,The Queen (voice),,,,
Steve Martin,Hotep (voice),,,,
Martin Short,Huy (voice),,,,
Bobby Motown,Rameses Son (voice),,,,
Eden Riegel,Young Miriam (voice),,,,
Ofra Haza,Yocheved (voice),,,,
James Avery,Additional Voices (voice),,,,
Aria Noelle Curzon,Additional Voices (voice),,,,
Ken Leung,Sang,,,,
Jackie Chan,Lee,,,,
Tom Wilkinson,Griffin / Juntao,,,,
Tzi Ma,Consul Han,,,,
Robert Littman,First Caucasian,,,,
Michael Chow,Dinner Guest,,,,
Julia Hsu,Soo Yung,,,,
Chris Tucker,Carter,,,,
Chris Penn,Clive,,,,
Kai Lennox,Cop at Diner,,,,
Larry Sullivan,Cop at Diner (as Larry Sullivan Jr.),,,,
Yang Lin,Consul Secretary (as Yan Ling),,,,
Roger Fan,Soo Yung's Bodyguard,,,,
George Cheung,Soo Yung's Driver,,,,
Lucy Lin,Exposition Official,,,,
José María de Tavira,Young Alejandro Murrieta (as Jose Maria de Tavira),,,,
Diego Sieres,Young Joaquín Murrieta,,,,
Emiliano Guerra,Boy Crying,,,,
Yolanda Orizaga,Woman Crying,,,,
Paco Morayta,Undertaker,,,,
William Marquez,Fray Felipe,,,,
Stuart Wilson,Don Rafael Montero,,,,
Tony Amendola,Don Luiz,,,,
Anthony Hopkins,Don Diego de la Vega / Zorro,,,,
Pedro Altamirano,Squad Leader,,,,
Luisa Huertas,Nanny,,,,
María Fernández Cruz,Baby Elena de la Vega (as Maria Fernandez Cruz),,,,
Mónica Fernández Cruz,Baby Elena de la Vega (as Monica Fernandez Cruz),,,,
Julieta Rosen,Esperanza de la Vega,,,,
Antonio Banderas,Alejandro Murrieta / Zorro,,,,
Will Smith,Robert Clayton Dean,,,,
Gene Hackman,Edward Lyle,,,,
Jon Voight,Thomas Brian Reynolds,,,,
Lisa Bonet,Rachel F. Banks,,,,
Regina King,Carla Dean,,,,
Stuart Wilson,Congressman Sam Albert,,,,
Laura Cayouette,Christa Hawkins,,,,
Loren Dean,Hicks,,,,
Barry Pepper,David Pratt,,,,
Ian Hart,Bingham,,,,
Jake Busey,Krug,,,,
Scott Caan,Jones,,,,
Jason Lee,Daniel Zavitz,,,,
Gabriel Byrne,Brill,,,,
James Le Gros,Jerry Miller,,,,
Jim Carrey,Truman Burbank,,,,
Laura Linney,Meryl Burbank / Hannah Gill,,,,
Noah Emmerich,Marlon,,,,
Natascha McElhone,Lauren / Sylvia,,,,
Holland Taylor,Truman's Mother,,,,
Brian Delate,Truman's Father,,,,
Blair Slater,Young Truman,,,,
Peter Krause,Lawrence,,,,
Heidi Schanz,Vivien,,,,
Ron Taylor,Ron,,,,
Don Taylor,Don,,,,
Ted Raymond,Spencer,,,,
Judy Clayton,Travel Agent,,,,
Fritz Dominique,Truman's Neighbor,,,,
Angel Schmiedt,Truman's Neighbor,,,,
Mel Gibson,Martin Riggs,,,,
Danny Glover,Roger Murtaugh,,,,
Joe Pesci,Leo Getz,,,,
Rene Russo,Lorna Cole,,,,
Chris Rock,Detective Lee Butters,,,,
Jet Li,Wah Sing Ku,,,,
Steve Kahan,Captain Ed Murphy,,,,
Kim Chan,Benny 'Uncle Benny' Chan,,,,
Darlene Love,Trish Murtaugh,,,,
Traci Wolfe,Rianne Murtaugh Butters,,,,
Eddy Ko,"Hong, Chinese Refugee",,,,
Jack Kehler,State Department Man,,,,
Calvin Jung,Detective Ng,,,,
Damon Hines,Nick Murtaugh,,,,
