,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
358,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz",6 wins & 10 nominations.,N/A,USA,01 Jan 1998,Luis Llosa,,"Action, Adventure, Horror, Thriller",English,37,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",https://m.media-amazon.com/images/M/MV5BMTMzMTU5NjcxNl5BMl5BanBnXkFtZTcwMzE2NDU2MQ@@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",11 Apr 1997,True,89 min,Anaconda,movie,N/A,"Hans Bauer, Jim Cash, Jack Epps Jr.",1997,tt0118615,4.7,"87,658",
359,"Brad Pitt, David Thewlis, BD Wong, Mako",Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.,N/A,"USA, UK",07 Apr 1998,Jean-Jacques Annaud,,"Adventure, Biography, Drama, History, War","English, German, Mandarin, Tibetan, Hindi",55,"True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",https://m.media-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",10 Oct 1997,True,136 min,Seven Years in Tibet,movie,N/A,"Heinrich Harrer (book), Becky Johnston (screenplay)",1997,tt0120102,7.1,"113,646",
360,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell",Won 2 Oscars. Another 85 wins & 82 nominations.,N/A,USA,22 Apr 1998,Curtis Hanson,,"Crime, Drama, Mystery, Thriller",English,90,"As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",19 Sep 1997,True,138 min,L.A. Confidential,movie,N/A,"James Ellroy (novel), Brian Helgeland (screenplay), Curtis Hanson (screenplay)",1997,tt0119488,8.3,"497,101",
361,"Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr.",3 wins & 7 nominations.,N/A,USA,07 Aug 2001,Jim Gillespie,,"Horror, Mystery",English,52,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",17 Oct 1997,True,101 min,I Know What You Did Last Summer,movie,N/A,"Lois Duncan (novel), Kevin Williamson (screenplay)",1997,tt0119345,5.7,"124,403",
362,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",Nominated for 1 Oscar. Another 2 wins & 15 nominations.,N/A,USA,20 Jan 1998,Mike Newell,,"Biography, Crime, Drama","English, Italian, Japanese",76,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,TriStar,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",28 Feb 1997,True,127 min,Donnie Brasco,movie,N/A,"Joseph D. Pistone (book), Richard Woodley (book), Paul Attanasio (screenplay)",1997,tt0119008,7.7,"256,767",
363,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
364,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",1 win & 1 nomination.,N/A,USA,18 Dec 2001,Mick Jackson,,"Action, Drama, Sci-Fi, Thriller","English, Spanish, German",55,"A volcano erupts in downtown Los Angeles, threatening to destroy the city.",https://m.media-amazon.com/images/M/MV5BY2I2MTFiOWMtY2YzOC00MTZjLTg0NWUtMmZjZWJlZDYwZDZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",25 Apr 1997,True,104 min,Volcano,movie,N/A,"Jerome Armstrong (story), Jerome Armstrong (screenplay), Billy Ray (screenplay)",1997,tt0120461,5.5,"67,877",
365,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
366,"Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey",Nominated for 1 Oscar. Another 2 wins & 15 nominations.,N/A,USA,19 May 1998,Paul Verhoeven,,"Action, Adventure, Sci-Fi, Thriller",English,51,"Humans in a fascist, militaristic future wage war with giant alien bugs.",https://m.media-amazon.com/images/M/MV5BNWExNzg3MmMtYjc3MS00MzFlLWJiOWQtNWYxZTgxNjhlZTQ2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",07 Nov 1997,True,129 min,Starship Troopers,movie,http://www.spe.sony.com/Pictures/SonyMovies/movies/Starship,"Edward Neumeier (screenplay), Robert A. Heinlein (book)",1997,tt0120201,7.2,"251,976",
367,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev",1 win & 2 nominations.,N/A,USA,06 Oct 1998,Phillip Noyce,,"Action, Adventure, Romance, Sci-Fi, Thriller","English, Russian",50,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",https://m.media-amazon.com/images/M/MV5BNmM3MjI2YjUtYjk1MS00M2VjLWI4MmUtM2UyYWQyNTVlZGE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",04 Apr 1997,True,116 min,The Saint,movie,N/A,"Leslie Charteris (character), Jonathan Hensleigh (story), Jonathan Hensleigh (screenplay), Wesley Strick (screenplay)",1997,tt0120053,6.2,"58,346",
368,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev",2 nominations.,N/A,USA,24 Oct 2000,Mimi Leder,,"Action, Thriller","English, Russian, Serbian, Bosnian, Croatian, Polish",43,A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,https://m.media-amazon.com/images/M/MV5BMjQ0OTNjOTMtYWU1MC00MWQwLTllMmMtNWZmYmE3NDY0ZTgxXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg,Dreamworks,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",26 Sep 1997,True,124 min,The Peacemaker,movie,N/A,"Leslie Cockburn (article), Andrew Cockburn (article), Michael Schiffer (screenplay)",1997,tt0119874,5.9,"51,397",
369,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn",1 nomination.,N/A,USA,06 Jun 2000,David Fincher,,"Drama, Mystery, Thriller","English, Cantonese, German",61,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",12 Sep 1997,True,129 min,The Game,movie,N/A,"John Brancato, Michael Ferris",1997,tt0119174,7.8,"316,688",
370,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
371,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle",1 win & 5 nominations.,N/A,USA,22 Apr 1998,Mark A.Z. Dippé,,"Action, Drama, Horror",English,34,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",01 Aug 1997,True,96 min,Spawn,movie,N/A,"Todd McFarlane (comic book), Alan B. McElroy (screen story), Mark A.Z. Dippé (screen story), Alan B. McElroy (screenplay)",1997,tt0120177,5.3,"60,558",
372,"Alex D. Linz, Olek Krupa, Rya Kihlstedt, Lenny von Dohlen",3 nominations.,N/A,USA,16 Oct 2001,Raja Gosnell,,"Comedy, Crime, Family","English, Polish",N/A,"Alex Pruitt, a young boy of nine living in Chicago, fends off thieves who seek a top-secret chip in his toy car to support a North Korean terrorist organization's next deed.",https://m.media-amazon.com/images/M/MV5BZTJhYjVhOWMtYTUyOS00NWM0LThjNzYtZWYxOTkwN2FhODg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}]",12 Dec 1997,True,102 min,Home Alone 3,movie,N/A,John Hughes,1997,tt0119303,4.4,"95,454",
373,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers",3 wins & 6 nominations.,N/A,USA,20 Oct 1997,Jay Roach,,"Adventure, Comedy",English,51,"A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",https://m.media-amazon.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,New Line Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",02 May 1997,True,89 min,Austin Powers: International Man of Mystery,movie,http://www.facebook.com/austinpowersmovie,Mike Myers,1997,tt0118655,7.0,"208,318",
374,"Dustin Hoffman, Robert De Niro, Anne Heche, Woody Harrelson",Nominated for 2 Oscars. Another 2 wins & 18 nominations.,N/A,USA,28 Jul 1998,Barry Levinson,,"Comedy, Drama","English, Albanian",73,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",https://m.media-amazon.com/images/M/MV5BMzRkZDVkMDItYjk3Mi00NDkyLThmODUtYzhkN2EwZmE2ZTljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",09 Jan 1998,True,97 min,Wag the Dog,movie,N/A,"Larry Beinhart (book), Hilary Henkin (screenplay), David Mamet (screenplay)",1997,tt0120885,7.1,"74,899",
375,"Robin Shou, Talisa Soto, James Remar, Sandra Hess",N/A,N/A,USA,06 Nov 2001,John R. Leonetti,,"Action, Adventure, Fantasy, Sci-Fi, Thriller",English,11,A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion.,https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",21 Nov 1997,True,95 min,Mortal Kombat: Annihilation,movie,N/A,"Ed Boon (video games), Lawrence Kasanoff (story), Joshua Wexler (story), John Tobias (story), Brent V. Friedman (screenplay), Bryce Zabel (screenplay)",1997,tt0119707,3.7,"42,633",
376,"Chris Tucker, Charlie Sheen, Heather Locklear, Elise Neal",1 nomination.,N/A,USA,13 Jan 1998,Brett Ratner,,"Action, Comedy, Crime, Thriller","English, French",N/A,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",https://m.media-amazon.com/images/M/MV5BMjk5MjM2MjUtMDI3YS00ZTIwLWFjMDQtYzFhZDY0YTUxZmJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,New Line Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}]",22 Aug 1997,True,97 min,Money Talks,movie,N/A,"Joel Cohen, Alec Sokolow",1997,tt0119695,6.2,"26,153",
377,"Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis",N/A,N/A,USA,25 Feb 1998,Glenn Gordon Caron,,"Comedy, Drama, Romance",English,44,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",https://m.media-amazon.com/images/M/MV5BY2UwN2E0ZGItYmM3NC00ODVkLTkxOGItNGQ1NDMxMDdiMjQ0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",01 Aug 1997,True,105 min,Picture Perfect,movie,N/A,"Arleen Sorkin (story), Paul Slansky (story), May Quigley (story), Arleen Sorkin (screenplay), Paul Slansky (screenplay), Glenn Gordon Caron (screenplay)",1997,tt0119896,5.5,"17,817",
378,"Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau",2 nominations.,N/A,USA,25 May 1999,Lee Tamahori,,"Action, Adventure, Drama, Thriller",English,N/A,An intellectual billionaire and two lesser men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,https://m.media-amazon.com/images/M/MV5BOTU3MGE1OTgtM2YwNC00ODAyLTg3Y2YtYTM0NTc2ZTc3ZDFkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",26 Sep 1997,True,117 min,The Edge,movie,N/A,David Mamet,1997,tt0119051,6.9,"63,756",
379,"Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno",Nominated for 3 Oscars. Another 29 wins & 49 nominations.,N/A,USA,07 Apr 1998,Paul Thomas Anderson,,Drama,English,85,The story of a young man's adventures in the California pornography industry of the late 1970s and early 1980s.,https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",31 Oct 1997,True,155 min,Boogie Nights,movie,N/A,Paul Thomas Anderson,1997,tt0118749,7.9,"221,176",
380,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
381,"Tim Allen, Kirstie Alley, Jay O. Sanders, Michael Lerner",1 nomination.,N/A,USA,05 May 1998,Bryan Spicer,,Comedy,English,N/A,A real estate hustler and his wife hide from the IRS among the Amish.,https://m.media-amazon.com/images/M/MV5BMGU0ODhmODEtZTJlOC00YjA3LThhYWItZjQ0Mzk3NDNhNzIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}]",12 Dec 1997,True,115 min,For Richer or Poorer,movie,N/A,"Jana Howington, Steve LuKanic",1997,tt0119142,5.8,"9,363",
382,"Jack Lemmon, Walter Matthau, Dyan Cannon, Gloria DeHaven",N/A,N/A,USA,01 Jun 2004,Martha Coolidge,,"Comedy, Romance","English, Italian, Japanese, Spanish",49,"A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.",https://m.media-amazon.com/images/M/MV5BZDFmNDg5OTMtZjg0Yy00ZjU3LTk5OGUtODE3NThmZDU0M2ViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",02 Jul 1997,True,106 min,Out to Sea,movie,N/A,Robert Nelson Jacobs,1997,tt0119848,6.1,"7,354",
383,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
384,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
385,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
386,"Daniel Day-Lewis, Daragh Donnelly, Frank Coughlan, Sean Kearns",Nominated for 3 Golden Globes. Another 3 wins & 3 nominations.,N/A,"USA, Ireland",07 Jul 1998,Jim Sheridan,,"Drama, Romance, Sport",English,75,"Young Danny Flynn is released from prison 14 years after ""taking the rap"" for the IRA and tries to rebuild his life in his old Belfast neighborhood.",https://m.media-amazon.com/images/M/MV5BZjgxZmFkMTktMWYzYi00ZjdhLWJiODEtNTcyODIwNjQxZGQzXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",09 Jan 1998,True,113 min,The Boxer,movie,N/A,"Jim Sheridan, Terry George",1997,tt0118760,7.1,"17,082",
387,"Michael Richards, Jeff Daniels, Charlize Theron, Jessica Steen",N/A,N/A,USA,16 Nov 1999,Jonathan Lynn,,"Comedy, Romance",English,N/A,"An actor poses as a lawyer to help his sick friend, and problems develop.",https://m.media-amazon.com/images/M/MV5BNmY0NzM2ZTQtODZjOS00NGNmLWI5NWQtYzczZTk2NTM1YzIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,New Line Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}]",30 May 1997,True,98 min,Trial and Error,movie,N/A,"Sara Bernstein (story), Gregory Bernstein (story), Cliff Gardner (story), Sara Bernstein (screenplay), Gregory Bernstein (screenplay)",1997,tt0120373,5.7,"5,700",
388,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson",2 wins & 7 nominations.,N/A,USA,27 Jul 1999,Theodore Witcher,,"Drama, Romance",English,N/A,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""...",https://m.media-amazon.com/images/M/MV5BMTY2NjYxMDczNV5BMl5BanBnXkFtZTcwODAwODAyMQ@@._V1_SX300.jpg,New Line Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",14 Mar 1997,True,104 min,Love Jones,movie,N/A,Theodore Witcher,1997,tt0119572,7.5,"3,452",
389,"Keenen Ivory Wayans, Robert Kotecki, Rick Cramer, Kenn Whitaker",1 win & 1 nomination.,N/A,USA,04 Sep 2001,David Hogan,,"Action, Thriller",English,N/A,"A Marine on death row is recruited by a shadowy U.S. military officer as part of a top-secret ops team, then gets framed for murder when the team and its officer set him up as the fall guy for the assassination of the First Lady.",https://m.media-amazon.com/images/M/MV5BMjNmN2JkNzctODI4Zi00NDlkLThkYTItY2Q4ODg0MjAxYTMzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,New Line Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}]",10 Oct 1997,True,99 min,Most Wanted,movie,N/A,Keenen Ivory Wayans,1997,tt0119709,5.6,"5,330",
390,"Jon Simanton, Kai Doi, Greg Collins, Steve Cardenas",1 nomination.,N/A,"USA, Japan",02 Sep 2003,"Shuki Levy, David Winning",,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",English,35,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly ...",https://m.media-amazon.com/images/M/MV5BMzAxMDA0MGUtMWJjYy00YWNlLTk1NmEtNTM5Y2FjYjMzNjM5XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",28 Mar 1997,True,99 min,Turbo: A Power Rangers Movie,movie,N/A,"Shuki Levy, Shell Danielson, Haim Saban (based upon ""Mighty Morphin Power Rangers"" created by), Shuki Levy (based upon ""Mighty Morphin Power Rangers"" created by)",1997,tt0120389,3.6,"7,722",
391,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
392,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
393,"Angus Macfadyen, Mario Yedidia, Marley Shelton, Chao Li Chi",2 nominations.,N/A,"USA, Hong Kong, China, Canada",06 Mar 2001,Ronny Yu,,"Action, Adventure, Fantasy","English, Mandarin",N/A,A young boy is whisked away to the mythical land of Tao where he becomes the center of a conflict between an evil lord and a group of animal warriors.,https://m.media-amazon.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@._V1_SX300.jpg,MGM Home Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]",02 May 1997,True,101 min,Warriors of Virtue,movie,N/A,"Michael Vickerman (screenplay), Hugh Kelley (screenplay), Dennis K. Law (characters), Ron Law (characters), Chris Law (characters), Jeremy Law (characters)",1997,tt0120479,4.6,"2,625",
