ID,Actors,Country,Director,Genre,Metascore,Poster,Ratings,Title,Writer,Year,imdbID,imdbRating,imdbVotes,Characters
688,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu","USA, Germany, Belgium",Chuck Russell,"Action, Adventure, Fantasy, Thriller",45.0,https://m.media-amazon.com/images/M/MV5BMjkxNTAwNTQ0M15BMl5BanBnXkFtZTYwMTQwMjM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",The Scorpion King,"Stephen Sommers (story), Jonathan Hales (story), Stephen Sommers (screenplay), William Osborne (screenplay), David Hayter (screenplay)",2002,tt0277296,5.5,"123,841","Mathayus (as The Rock), Memnon, Balthazar, The Sorceress, Philos, Arpid, Takmet, Thorak, Jesup, King Pheron"
689,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela","Germany, USA",Guillermo del Toro,"Action, Horror, Sci-Fi, Thriller",52.0,https://m.media-amazon.com/images/M/MV5BOWVjZTIzNDYtNTBlNC00NTJjLTkzOTEtOTE0MjlhYzI2YTcyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Blade II,"Marv Wolfman (character), Gene Colan (character), David S. Goyer",2002,tt0187738,6.7,"187,680","Blade, Whistler, Reinhardt, Nyssa, Scud, Damaskinos, Nomak, Chupa (as Matthew Schulze), Asad (as Danny John Jules), Snowman"
690,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci",USA,Wayne Wang,"Comedy, Drama, Romance",45.0,https://m.media-amazon.com/images/M/MV5BMTczODg2ODI2M15BMl5BanBnXkFtZTYwODIxMDg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Maid in Manhattan,"John Hughes (story), Kevin Wade (screenplay)",2002,tt0252076,5.2,"79,204","Marisa Ventura, Christopher Marshall, Caroline Lane, Jerry Siegel, Ty Ventura (as Tyler Garcia Posey), Paula Burns, John Bextrum, Rachel Hoffberg, Stephanie Kehoe, Veronica Ventura"
691,"Hugh Grant, Nicholas Hoult, Sharon Small, Madison Cook","UK, USA, France, Germany","Chris Weitz, Paul Weitz","Comedy, Drama, Romance",75.0,https://m.media-amazon.com/images/M/MV5BMTQ2Mzg4MDAzNV5BMl5BanBnXkFtZTgwMjcxNTYxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",About a Boy,"Nick Hornby (novel), Peter Hedges (screenplay), Chris Weitz (screenplay), Paul Weitz (screenplay)",2002,tt0276751,7.1,"161,461","Will Freeman, Marcus Brewer, Christine, Imogen, Imogen, John, Barney, Barney, Fiona Brewer, Ellie (as Nat Gastiain Tena)"
692,"Guy Pearce, Mark Addy, Phyllida Law, Sienna Guillory","USA, United Arab Emirates",Simon Wells,"Action, Adventure, Sci-Fi",42.0,https://m.media-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",The Time Machine,"H.G. Wells (novel), David Duncan (earlier screenplay), John Logan (screenplay)",2002,tt0268695,5.9,"113,511","Alexander Hartdegen, David Philby, Mrs. Watchit, Emma, Flower Seller, Motorist, Fifth Avenue Carriage Driver, Robber, Central Park Carriage Driver, Über-Morlock"
693,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet",USA,"Kelly Asbury, Lorna Cook","Animation, Adventure, Drama, Family, Western",52.0,https://m.media-amazon.com/images/M/MV5BMTgyOTUzNDA1N15BMl5BanBnXkFtZTYwNjgwMDM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Spirit: Stallion of the Cimarron,"John Fusco (screenplay by), Michael Lucker",2002,tt0166813,7.1,"58,063","Spirit (voice), The Colonel (voice), Little Creek (voice), Sgt. Adams (voice), Murphy / Railroad Foreman (voice), Soldier (voice), Bill (voice), Joe (voice) (as Matthew Levin), Pete (voice), Jake (voice)"
694,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard","UK, France, Poland, Germany",Roman Polanski,"Biography, Drama, Music, War",85.0,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",The Pianist,"Ronald Harwood (screenplay), Wladyslaw Szpilman (book)",2002,tt0253474,8.5,"650,657","Wladyslaw Szpilman, Dorota, Jurek, Henryk, Mother, Father, Halina, Regina, SS Slapping Father, Mr. Lipa"
695,"Diane Lane, Erik Per Sullivan, Richard Gere, Olivier Martinez","France, Germany, USA",Adrian Lyne,"Drama, Romance, Thriller",63.0,https://m.media-amazon.com/images/M/MV5BYTQzZTE2N2QtM2QwMS00ZjUwLTg4ZDEtYjJiOTMwZjYxODJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Unfaithful,"Claude Chabrol (film ""La Femme infidèle""), Alvin Sargent (screenplay), William Broyles Jr. (screenplay)",2002,tt0250797,6.7,"74,090","Connie Sumner, Charlie Sumner, Edward Sumner, Paul Martel, Gloria, Lindsay, Bill Stone, Train conductor, Bob Gaylord, Other businessman"
696,"Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols","Canada, USA",Brian Levant,"Adventure, Comedy, Family, Sport",29.0,https://m.media-amazon.com/images/M/MV5BMTI0NzU5MTk1Ml5BMl5BanBnXkFtZTYwOTc4OTc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",Snow Dogs,"Jim Kouf (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay), Mark Gibson (screenplay), Philip Halprin (screenplay), Gary Paulsen (book)",2002,tt0281373,5.1,"23,594","Ted Brooks, Thunder Jack, Dr. Rupert Brooks (as Sisqo), Amelia, George, Peter Yellowbear, Ernie, Barb, Olivier (as Jean-Michel Pare), Himself - Special Appearance"
697,"Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott","USA, Germany",Randall Wallace,"Action, Drama, History, War",65.0,https://m.media-amazon.com/images/M/MV5BZTk3NTc4MTktNjFmZC00ZjdjLWE0ZjgtNTM4NzdmMDBjOTcxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",We Were Soldiers,"Harold G. Moore (book), Joseph L. Galloway (book), Randall Wallace (screenplay)",2002,tt0277434,7.2,"121,925","Lt. Col. Hal Moore, Julie Moore, Maj. Bruce 'Snake' Crandall, Sgt. Maj. Basil Plumley, 2nd Lt. Jack Geoghegan, Barbara Geoghegan, Joe Galloway, Lt. Col. Nguyen Huu An, Sgt. Ernie Savage, 1st Lt. Charlie Hastings"
698,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank",USA,Christopher Nolan,"Drama, Mystery, Thriller",78.0,https://m.media-amazon.com/images/M/MV5BYzlkZTEyYjUtMTY5NS00ZjU0LTk5OTYtM2M0ZDg1NmNjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",Insomnia,"Hillary Seitz (screenplay), Nikolaj Frobenius, Erik Skjoldbjærg",2002,tt0278504,7.2,"254,785","Will Dormer, Hap Eckhart, Pilot, Ellie Burr, Chief Nyback, Fred Duggar, Farrell, Francis, Rich, Officer #1"
699,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett","USA, Canada, Australia","Robin Budd, Donovan Cook(co-director)","Animation, Adventure, Family, Fantasy",49.0,https://m.media-amazon.com/images/M/MV5BYWMwMWQ5NWQtYTA1YS00OTQ5LWExZmItNGI5MzIyMWRhNDA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",Peter Pan 2: Return to Never Land,"Temple Mathews (screenplay), Carter Crocker (additional written material), J.M. Barrie (play)",2002,tt0280030,5.8,"16,694","Jane / Young Wendy (voice), Peter Pan (voice), Captain Hook (voice), Smee / Pirates (voice), Wendy Darling (voice), Danny (voice), Edward (voice), Cubby (voice), Nibs (voice), Slightly (voice)"
700,"Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt",USA,"Ron Clements, John Musker","Animation, Adventure, Family, Sci-Fi",60.0,https://m.media-amazon.com/images/M/MV5BNGI0N2EzZDktNDY3OS00NWFmLTgxZjEtMTc1OTNlMzQxNDZkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Treasure Planet,"Robert Louis Stevenson (based on the novel ""Treasure Island"" by), Ron Clements (screenplay by), John Musker (screenplay by), Rob Edwards (screenplay by), Ron Clements (animation story by), John Musker (animation story by), Ted Elliott (animation story by), Terry Rossio (animation story by)",2002,tt0133240,7.2,"91,563","Mr. Arrow (voice), Onus (voice), Morph (voice), Jim Hawkins (voice), Narrator (voice), Young Jim (voice), Billy Bones (voice), Hands (voice) (as Micheal McShane), Sarah Hawkins (voice), John Silver (voice)"
701,"Nicole Kidman, Julianne Moore, Meryl Streep, Stephen Dillane","USA, UK, France, Canada, Germany",Stephen Daldry,"Drama, Romance",80.0,https://m.media-amazon.com/images/M/MV5BMTY4MDQyNjM2OF5BMl5BanBnXkFtZTcwMjQxOTAzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",The Hours,"Michael Cunningham (novel), David Hare (screenplay)",2002,tt0274558,7.5,"117,357","Virginia Woolf, Laura Brown, Clarissa Vaughan, Leonard Woolf, Vanessa Bell, Quentin Bell, Julian Bell, Angelica Bell, Lottie Hope (as Lyndsay Marshal), Nelly Boxall"
702,"Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney",USA,Alexander Payne,"Comedy, Drama",85.0,https://m.media-amazon.com/images/M/MV5BMTYxOTAyNjEzNV5BMl5BanBnXkFtZTcwMTAxMDAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",About Schmidt,"Louis Begley (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",2002,tt0257360,7.1,"117,766","Warren Schmidt, Roberta Hertzel, Jeannie Schmidt, Randall Hertzel, Helen Schmidt, Larry Hertzel, John Rusk, Vicki Rusk, Ray Nichols, Duncan Hertzel"
703,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar",USA,Kevin Donovan,"Action, Comedy, Sci-Fi",30.0,https://m.media-amazon.com/images/M/MV5BMjEyNTI0NjM5M15BMl5BanBnXkFtZTYwMjQ0NTE3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",The Tuxedo,"Phil Hay (story), Matt Manfredi (story), Michael J. Wilson (story), Michael J. Wilson (screenplay), Michael Leeson (screenplay)",2002,tt0290095,5.4,"73,663","Jimmy Tong, Del Blaine, Clark Devlin, Steena, Dietrich Banning, Dr. Simms, Cheryl, Mitch, Rogers, Kells"
704,"Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt","UK, Germany, France, USA",Paul W.S. Anderson,"Action, Horror, Sci-Fi",33.0,https://m.media-amazon.com/images/M/MV5BZmI1ZGRhNDYtOGVjZC00MmUyLThlNTktMTQyZGE3MzE1ZTdlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",Resident Evil,Paul W.S. Anderson,2002,tt0120804,6.7,"232,601","Mr. Grey, Mr. Red, Ms. Black, Dr. Green, Dr. Blue, Dr. Brown, Lisa, Clarence, Mr. White, Ms. Gold"
705,"Gabriela Oltean, Denzel Washington, Kimberly Elise, Ron Annabelle",USA,Nick Cassavetes,"Crime, Drama, Thriller",30.0,https://m.media-amazon.com/images/M/MV5BMTcxNTQ1MzAyOF5BMl5BanBnXkFtZTYwNDg0ODk4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",John Q,James Kearns,2002,tt0251160,7.1,"115,443","Beautiful BMW Driver, John Quincy Archibald, Denise Archibald, Tow Truck Driver, Michael 'Mike' Archibald, Jimmy Palumbo, Employee Manager, Gina Palumbo (as Laura Elena Harring), Steve Maguire, Dr. Ellen Klein"
706,"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese","USA, UK, France",Michael Lehmann,"Comedy, Romance",53.0,https://m.media-amazon.com/images/M/MV5BYjY1ZWYwM2MtNDk0YS00NjY5LWJiYzQtZjVmYmNlN2Y0MzVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",40 Days and 40 Nights,Rob Perez,2002,tt0243736,5.6,"67,446","Matt, Erica Sutton, Ryan, John, Susie, Diana, Walter, Chris, Candy, Andie"
707,"Ben Affleck, Samuel L. Jackson, Kim Staunton, Toni Collette",USA,Roger Michell,"Drama, Thriller",69.0,https://m.media-amazon.com/images/M/MV5BYjNiMGEwZTAtNDc4Yy00MjcwLWE4ODktNzdkNGEwY2Q0NWIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Changing Lanes,"Chap Taylor (story), Chap Taylor (screenplay), Michael Tolkin (screenplay)",2002,tt0264472,6.5,"63,723","Gavin Banek, Doyle Gipson, Valerie Gipson, Michelle, Stephen Delano, Mrs. Delano, Walter Arnell, Stephen Gipson, Danny Gipson, Ellen"
708,"Christian Bale, Matthew McConaughey, Izabella Scorupco, Gerard Butler","USA, UK, Ireland",Rob Bowman,"Action, Adventure, Fantasy, Thriller",39.0,https://m.media-amazon.com/images/M/MV5BZTU1ZGE0NmUtZWZjYS00YTI2LTkyMDItNGJlNDM3NjhkMDEwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",Reign of Fire,"Gregg Chabot (story), Kevin Peterka (story), Gregg Chabot (screenplay), Kevin Peterka (screenplay), Matt Greenberg (screenplay)",2002,tt0253556,6.2,"120,071","Quinn Abercromby, Denton Van Zan, Alex Jensen, Creedy, Jared Wilke (as Scott James Moutter), Eddie Stax, Ajay, Barlow, Devon, Gideon"
709,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant",USA,John Lee Hancock,"Drama, Family, Sport",72.0,https://m.media-amazon.com/images/M/MV5BNDYyODhiNmQtYzI2Ni00NDRjLWIwYzYtN2M5MjM4YTYwNzM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",The Rookie,Mike Rich,2002,tt0265662,7.0,"30,076","Jimmy Morris, Lorri Morris, Joaquin 'Wack' Campos, Olline, Hunter Morris, Jim Morris Sr., Rudy Bonilla, Joe David West, Joel De La Garza, Henry"
710,"Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius",USA,Jeff Tremaine,"Documentary, Action, Comedy",42.0,https://m.media-amazon.com/images/M/MV5BOTgwMmU0YzktOGNhNi00MDcyLTg1OGEtZGQwM2RlMTAyYzhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",Jackass: The Movie,"Jeff Tremaine (concepts by), Spike Jonze (concepts by), Johnny Knoxville (concepts by), Bam Margera (concepts by), Steve-O (concepts by), Preston Lacy (concepts by), Chris Pontius (concepts by), Dave England (concepts by), Ryan Dunn (concepts by), Ehren McGhehey (concepts by), Brandon DiCamillo (concepts by), Dimitry Elyashkevich (concepts by), Whitey McConnaughy (concepts by), Sean Cliver (concepts by), Loomis Fall (concepts by), Tim Payne (concepts by), Anne Zogby (concepts by), Phil Clapp (concepts by), Vernon Chatman (concepts by)",2002,tt0322802,6.6,"76,713","Himself, Himself, Himself, Himself, Himself, Himself, Himself, Himself, Himself, Himself"
711,"Arnold Schwarzenegger, Francesca Neri, Elias Koteas, Cliff Curtis","USA, Mexico",Andrew Davis,"Action, Drama, Thriller",33.0,https://m.media-amazon.com/images/M/MV5BYTIxYTA1YWUtODFiOS00NjY5LWIyOWQtYTFlYzMyNWI4MWM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",Collateral Damage,"Ronald Roose (story), David Griffiths (story), Peter Griffiths (story), David Griffiths (screenplay), Peter Griffiths (screenplay)",2002,tt0233469,5.5,"68,785","Gordy Brewer, Selena Perrini, Peter Brandt, Claudio Perrini, Felix Ramirez, Sean Armstrong, Roman, Mauro (as Tyler Garcia Posey), Jack, Ronnie"
712,"Robert De Niro, Rachael Harris, Eddie Murphy, Zaid Farid","USA, Australia",Tom Dey,"Action, Comedy, Crime",32.0,https://m.media-amazon.com/images/M/MV5BZTQzNGUyYzEtYzhlOC00YTQzLWJmOGYtOTNlMzE1Yjk4MDkzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",Showtime,"Jorge Saralegui (story), Keith Sharon (screenplay), Alfred Gough (screenplay), Miles Millar (screenplay)",2002,tt0284490,5.5,"57,793","Det. Mitch Preston, Teacher (as Rachel Harris), Officer Trey Sellars, Police Captain Ben, Casting Director, Producer, Convenience Store Owner, Ray, ReRun (as TJ Cross), Lazy Boy (as Mos Def)"
713,"Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich",USA,John Woo,"Action, Drama, War",51.0,https://m.media-amazon.com/images/M/MV5BYWU3NmIzMmQtZjE2Mi00NDlkLWI2NDMtZWZmYjUxZWRiZDZiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Windtalkers,"John Rice, Joe Batteer",2002,tt0245562,6.1,"62,614","Joe Enders, Ben Yahzee, Hjelmstad, Chick, Pappas, Harrigan, Nellie, Charlie Whitehorse, Rita, Ox Henderson"
714,"Ice Cube, Anthony Anderson, Cedric the Entertainer, Sean Patrick Thomas",USA,Tim Story,"Comedy, Drama",66.0,https://m.media-amazon.com/images/M/MV5BMTgxNTE0OTEzM15BMl5BanBnXkFtZTYwMjgwNzk2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Barbershop,"Mark Brown (story), Mark Brown (screenplay), Don D. Scott (screenplay), Marshall Todd (screenplay)",2002,tt0303714,6.3,"28,011","Calvin Palmer, J.D., Eddie, Jimmy James, Terri Jones, Isaac Rosenberg, Ricky Nash, Dinka, Lester Wallace, Jennifer Palmer"
715,"Jim Caviezel, Guy Pearce, Richard Harris, James Frain","UK, USA, Ireland, Switzerland",Kevin Reynolds,"Action, Adventure, Drama, Thriller",61.0,https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",The Count of Monte Cristo,"Alexandre Dumas (novel), Jay Wolpert (screenplay)",2002,tt0245844,7.8,"120,871","Edmond Dantes, Fernand Mondego, Abbé Faria, J.F. Villefort, Mercedès Iguanada, Armand Dorleac, Jacopo, Maurice, Luigi Vampa, Mansion Owner"
716,"Sandra Bullock, Ellen Burstyn, Fionnula Flanagan, James Garner",USA,Callie Khouri,Drama,48.0,https://m.media-amazon.com/images/M/MV5BMTc1MDEyOTgxNV5BMl5BanBnXkFtZTYwMjg3ODM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Divine Secrets of the Ya-Ya Sisterhood,"Rebecca Wells (novels), Mark Andrus (adaptation), Callie Khouri (screenplay)",2002,tt0279778,6.0,"17,208","Sidda, Vivi, Teensy, Shep Walker, Buggy, Younger Vivi, Necie, Connor, Caro, Younger Teensy"
717,"Lillian Adams, Herbert W. Ankrom, Bryan Anthony, Christina Applegate",USA,Roger Kumble,"Comedy, Romance",32.0,https://m.media-amazon.com/images/M/MV5BNDIyZTkwOGEtYTFlNC00MTU4LWIyNGItYjBlYmFhNDRmYzcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",The Sweetest Thing,Nancy M. Pimental,2002,tt0253867,5.1,"52,164","Aunt Frida, Wedding Guest #3 (as Herbert Ankrom), Geeky Guy, Courtney Rockcliffe, Brawling Bridesmaid, Roger Donahue, Taxi Driver, Mr. Martin, Jane Burns, Greta (as Chelsea Lee Bond)"
718,"Gabriel Byrne, Julianna Margulies, Ron Eldard, Desmond Harrington","USA, Australia",Steve Beck,Horror,28.0,https://m.media-amazon.com/images/M/MV5BMTM3NTA4NDIwMF5BMl5BanBnXkFtZTYwNTc4NDE3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",Ghost Ship,"Mark Hanlon (story), Mark Hanlon (screenplay), John Pogue (screenplay)",2002,tt0288477,5.5,"88,062","Murphy, Epps, Dodge, Ferriman, Greer, Santos, Munder, Katie Harwood, Francesca, Chief Steward"
719,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",USA,Stuart Baird,"Action, Adventure, Sci-Fi, Thriller",51.0,https://m.media-amazon.com/images/M/MV5BMjAxNjY2NDY3NF5BMl5BanBnXkFtZTcwMjA0MTEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Star Trek: Nemesis,"Gene Roddenberry (television series Star Trek), John Logan (story), Rick Berman (story), Brent Spiner (story), John Logan (screenplay)",2002,tt0253754,6.4,"68,315","Jean-Luc Picard, William Riker, Data / B-4, Geordi La Forge, Worf, Deanna Troi, Beverly Crusher, Shinzon, Viceroy, Senator Tal'aura"
720,"Anthony Hopkins, Chris Rock, Peter Stormare, Gabriel Macht","USA, Czech Republic",Joel Schumacher,"Action, Adventure, Comedy, Thriller",37.0,https://m.media-amazon.com/images/M/MV5BMjE3MTA5MTcwNl5BMl5BanBnXkFtZTYwMDMwNzI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",Bad Company,"Gary M. Goodman (story), David Himmelstein (story), Jason Richman (screenplay), Michael Browning (screenplay)",2002,tt0280486,5.6,"43,159","Officer Oakes, Jake Hayes / Kevin Pope / Michael Turner, Adrik Vas, Officer Seale, Julie, Jarma / Dragan Henchman #1, Nicole (as Garcelle Beauvais-Nilon), Dragan Adjanic, Michelle 'The Hammer' Petrov, Roland Yates"
